gene_id	gene_symbol	description	scientific_name	common_name	tax_id	genomic_range	orientation	location	gene_type	transcript_accession	transcript_name	transcript_length	transcript_cds_coords	protein_accession	isoform_name	protein_length	protein_name
123620638	ITGAE	integrin subunit alpha E	Lemur catta	Ring-tailed lemur	9447	NC_059142.1:14991765-15048712	+	chr 15	PROTEIN_CODING	XM_045526067.1	transcript variant X2	3732	XM_045526067.1:66-3503	XP_045382023.1	isoform X2	1145	integrin alpha-E
123620638	ITGAE	integrin subunit alpha E	Lemur catta	Ring-tailed lemur	9447	NC_059142.1:14991765-15048712	+	chr 15	PROTEIN_CODING	XM_045526068.1	transcript variant X3	3584	XM_045526068.1:65-3355	XP_045382024.1	isoform X3	1096	integrin alpha-E
123620638	ITGAE	integrin subunit alpha E	Lemur catta	Ring-tailed lemur	9447	NC_059142.1:14991765-15048712	+	chr 15	PROTEIN_CODING	XM_045526071.1	transcript variant X6	3134	XM_045526071.1:74-2905	XP_045382027.1	isoform X6	943	integrin alpha-E
123776890	ITGAE	integrin subunit alpha E	Ursus americanus	American black bear	9643	NW_025578174.1:16232038-16299995	-	chr Un	PROTEIN_CODING	XM_045773244.1		12142	XM_045773244.1:8391-11882	XP_045629200.1		1163	LOW QUALITY PROTEIN: integrin alpha-E
123809434	ITGAE	integrin subunit alpha E	Phyllostomus hastatus	greater spear-nosed bat	9423	NW_025334035.1:424158-483259	-	chr Un	PROTEIN_CODING	XM_045824628.1		3842	XM_045824628.1:122-3688	XP_045680584.1		1188	integrin alpha-E
123854429	ITGAE	integrin subunit alpha E	Mirounga angustirostris	Northern elephant seal	9716	NC_072364.1:43043346-43105828	-	chr 9	PROTEIN_CODING	XM_045889673.2		3763	XM_045889673.2:49-3549	XP_045745629.1		1166	LOW QUALITY PROTEIN: integrin alpha-E
123929793	ITGAE	integrin subunit alpha E	Meles meles	Eurasian badger	9662	NC_060083.1:17076502-17139350	-	chr 18	PROTEIN_CODING	XR_006815966.1	transcript variant X2	3894					
123929793	ITGAE	integrin subunit alpha E	Meles meles	Eurasian badger	9662	NC_060083.1:17076502-17139350	-	chr 18	PROTEIN_CODING	XM_045985851.1	transcript variant X1	3856	XM_045985851.1:147-3647	XP_045841807.1	isoform X1	1166	integrin alpha-E
123929793	ITGAE	integrin subunit alpha E	Meles meles	Eurasian badger	9662	NC_060083.1:17076502-17139350	-	chr 18	PROTEIN_CODING	XM_045985853.1	transcript variant X3	3561	XM_045985853.1:152-3418	XP_045841809.1	isoform X2	1088	integrin alpha-E
124094373	Itgae	integrin subunit alpha E	Marmota monax	woodchuck	9995	NW_026692767.1:138556-205145	-	chr Un	PROTEIN_CODING	XM_046447045.2	transcript variant X1	3881	XM_046447045.2:84-3599	XP_046303001.1	isoform X1	1171	integrin alpha-E
124094373	Itgae	integrin subunit alpha E	Marmota monax	woodchuck	9995	NW_026692767.1:138556-205145	-	chr Un	PROTEIN_CODING	XM_046447046.2	transcript variant X2	5837	XM_046447046.2:2061-5555	XP_046303002.1	isoform X2	1164	integrin alpha-E
124094373	Itgae	integrin subunit alpha E	Marmota monax	woodchuck	9995	NW_026692767.1:138556-205145	-	chr Un	PROTEIN_CODING	XM_046447047.2	transcript variant X3	3341	XM_046447047.2:237-3059	XP_046303003.1	isoform X3	940	integrin alpha-E
124247955	ITGAE	integrin subunit alpha E	Equus quagga		89248	NC_060277.1:69579058-69632961	+	chr 11	PROTEIN_CODING	XM_046677851.1	transcript variant X1	3496	XM_046677851.1:73-3426	XP_046533807.1	isoform X1	1117	integrin alpha-E
124247955	ITGAE	integrin subunit alpha E	Equus quagga		89248	NC_060277.1:69579058-69632961	+	chr 11	PROTEIN_CODING	XM_046677852.1	transcript variant X2	3433	XM_046677852.1:73-3303	XP_046533808.1	isoform X2	1076	integrin alpha-E
124512939	ITGAE	integrin subunit alpha E	Lynx rufus	bobcat	61384	NW_025814832.1:360159-423226	+	chr Un	PROTEIN_CODING	XM_047080588.1		3747	XM_047080588.1:28-3516	XP_046936544.1		1162	integrin alpha-E
124979080	Itgae	integrin subunit alpha E	Sciurus carolinensis	gray squirrel	30640	NC_062215.1:57233747-57287287	+	chr 3	PROTEIN_CODING	XM_047543281.1	transcript variant X1	4184	XM_047543281.1:401-3904	XP_047399237.1	isoform X1	1167	integrin alpha-E
124979080	Itgae	integrin subunit alpha E	Sciurus carolinensis	gray squirrel	30640	NC_062215.1:57233747-57287287	+	chr 3	PROTEIN_CODING	XM_047543282.1	transcript variant X2	3705	XM_047543282.1:243-3425	XP_047399238.1	isoform X2	1060	integrin alpha-E
125086957	ITGAE	integrin subunit alpha E	Lutra lutra	Eurasian river otter	9657	NC_062293.1:47673030-47743442	+	chr 16	PROTEIN_CODING	XM_047706676.1	transcript variant X1	3790	XM_047706676.1:81-3578	XP_047562632.1	isoform X1	1165	integrin alpha-E
125086957	ITGAE	integrin subunit alpha E	Lutra lutra	Eurasian river otter	9657	NC_062293.1:47673030-47743442	+	chr 16	PROTEIN_CODING	XM_047706678.1	transcript variant X3	3676	XM_047706678.1:81-3464	XP_047562634.1	isoform X3	1127	integrin alpha-E
125086957	ITGAE	integrin subunit alpha E	Lutra lutra	Eurasian river otter	9657	NC_062293.1:47673030-47743442	+	chr 16	PROTEIN_CODING	XM_047706677.1	transcript variant X2	4299	XM_047706677.1:593-4087	XP_047562633.1	isoform X2	1164	integrin alpha-E
125114311	ITGAE	integrin subunit alpha E	Phacochoerus africanus	Common warthog	41426	NC_062557.1:49163504-49228748	-	chr 14	PROTEIN_CODING	XM_047757532.1	transcript variant X1	3943	XM_047757532.1:178-3690	XP_047613488.1	isoform X1	1170	integrin alpha-E
125114311	ITGAE	integrin subunit alpha E	Phacochoerus africanus	Common warthog	41426	NC_062557.1:49163504-49228748	-	chr 14	PROTEIN_CODING	XM_047757533.1	transcript variant X2	3785	XM_047757533.1:134-3532	XP_047613489.1	isoform X2	1132	integrin alpha-E
125151313	ITGAE	integrin subunit alpha E	Prionailurus viverrinus	fishing cat	61388	NC_062574.1:13196494-13268979	+	chr E1	PROTEIN_CODING	XM_047832069.1	transcript variant X1	4229	XM_047832069.1:465-3998	XP_047688025.1	isoform X1	1177	integrin alpha-E
125151313	ITGAE	integrin subunit alpha E	Prionailurus viverrinus	fishing cat	61388	NC_062574.1:13196494-13268979	+	chr E1	PROTEIN_CODING	XM_047832070.1	transcript variant X2	3757	XM_047832070.1:38-3526	XP_047688026.1	isoform X2	1162	integrin alpha-E
125365944	Itgae	integrin subunit alpha E	Perognathus longimembris pacificus	Pacific pocket mouse	214514	NC_063177.1:10652350-10716441	+	chr 17	PROTEIN_CODING	XM_048366257.1		3813	XM_048366257.1:63-3605	XP_048222214.1		1180	integrin alpha-E
125409545	Itgae	integrin subunit alpha E	Myodes glareolus	Bank vole	447135	NW_025965258.1:14138411-14195971	+	chr Un	PROTEIN_CODING	XM_048448702.1		3770	XM_048448702.1:85-3585	XP_048304659.1		1166	integrin alpha-E
125445938	ITGAE	integrin subunit alpha E	Sphaerodactylus townsendi		933632	NC_059440.1:6646097-6719945	+	chr LG16	PROTEIN_CODING	XM_048519379.1		4021	XM_048519379.1:1-3840	XP_048375336.1		1279	integrin alpha-E
125926151	ITGAE	integrin subunit alpha E	Panthera uncia	snow leopard	29064	NC_064814.1:45989188-46043969	-	chr E1	PROTEIN_CODING	XM_049635348.1		10695	XM_049635348.1:1-3477	XP_049491305.1		1158	LOW QUALITY PROTEIN: integrin alpha-E
126028529	ITGAE	integrin subunit alpha E	Suncus etruscus	white-toothed pygmy shrew	109475	NC_064848.1:157024821-157090421	+	chr 1	PROTEIN_CODING	XM_049787521.1		3728	XM_049787521.1:1-3561	XP_049643478.1		1186	integrin alpha-E
126039606	ITGAE	integrin subunit alpha E	Accipiter gentilis	Northern goshawk	8957	NC_064885.1:4900564-4939722	-	chr 6	PROTEIN_CODING	XM_049803015.1	transcript variant X2	8105	XM_049803015.1:977-5242	XP_049658972.1	isoform X1	1421	integrin alpha-E
126039606	ITGAE	integrin subunit alpha E	Accipiter gentilis	Northern goshawk	8957	NC_064885.1:4900564-4939722	-	chr 6	PROTEIN_CODING	XM_049803014.1	transcript variant X1	8320	XM_049803014.1:977-5242	XP_049658971.1	isoform X1	1421	integrin alpha-E
126039606	ITGAE	integrin subunit alpha E	Accipiter gentilis	Northern goshawk	8957	NC_064885.1:4900564-4939722	-	chr 6	PROTEIN_CODING	XM_049803017.1	transcript variant X4	4986	XM_049803017.1:977-4816	XP_049658974.1	isoform X3	1279	integrin alpha-E
126039606	ITGAE	integrin subunit alpha E	Accipiter gentilis	Northern goshawk	8957	NC_064885.1:4900564-4939722	-	chr 6	PROTEIN_CODING	XM_049803016.1	transcript variant X3	4887	XM_049803016.1:977-4819	XP_049658973.1	isoform X2	1280	integrin alpha-E
126039606	ITGAE	integrin subunit alpha E	Accipiter gentilis	Northern goshawk	8957	NC_064885.1:4900564-4939722	-	chr 6	PROTEIN_CODING	XM_049803018.1	transcript variant X5	4726	XM_049803018.1:977-4630	XP_049658975.1	isoform X4	1217	integrin alpha-E
126061883	ITGAE	integrin subunit alpha E	Elephas maximus indicus		99487	NC_064837.1:17400641-17469176	+	chr 19	PROTEIN_CODING	XM_049858693.1	transcript variant X1	3746	XM_049858693.1:44-3586	XP_049714650.1	isoform X1	1180	integrin alpha-E
126061883	ITGAE	integrin subunit alpha E	Elephas maximus indicus		99487	NC_064837.1:17400641-17469176	+	chr 19	PROTEIN_CODING	XM_049858694.1	transcript variant X2	3148	XM_049858694.1:44-3136	XP_049714651.1	isoform X2	1030	integrin alpha-E
126061883	ITGAE	integrin subunit alpha E	Elephas maximus indicus		99487	NC_064837.1:17400641-17469176	+	chr 19	PROTEIN_CODING	XM_049858695.1	transcript variant X3	3124	XM_049858695.1:94-2964	XP_049714652.1	isoform X3	956	integrin alpha-E
126514103	Itgae	integrin subunit alpha E	Microtus fortis	reed vole	100897	NW_026068017.1:598602-655928	-	chr Un	PROTEIN_CODING	XM_050162821.1	transcript variant X2	3604	XM_050162821.1:26-3430	XP_050018778.1	isoform X2	1134	integrin alpha-E
126514103	Itgae	integrin subunit alpha E	Microtus fortis	reed vole	100897	NW_026068017.1:598602-655928	-	chr Un	PROTEIN_CODING	XM_050162819.1	transcript variant X1	3700	XM_050162819.1:26-3526	XP_050018776.1	isoform X1	1166	integrin alpha-E
126939969	ITGAE	integrin subunit alpha E	Macaca thibetana thibetana		257877	NC_065593.1:17575538-17665531	+	chr 16	PROTEIN_CODING	XM_050765881.1		6782	XM_050765881.1:2956-6567	XP_050621838.1		1203	integrin alpha-E
127024601	ITGAE	integrin subunit alpha E	Gymnogyps californianus	California condor	33616	NC_059490.1:8293523-8325812	+	chr 20	PROTEIN_CODING	XM_050909207.1		6072	XM_050909207.1:1-4131	XP_050765164.1		1376	integrin alpha-E
127037655	ITGAE	integrin subunit alpha E	Gopherus flavomarginatus	Mexican gopher tortoise	286002	NC_066635.1:21975500-22029470	-	chr 19	PROTEIN_CODING	XM_050929667.1	transcript variant X2	4568	XM_050929667.1:54-4187	XP_050785624.1	isoform X2	1377	integrin alpha-E
127037655	ITGAE	integrin subunit alpha E	Gopherus flavomarginatus	Mexican gopher tortoise	286002	NC_066635.1:21975500-22029470	-	chr 19	PROTEIN_CODING	XM_050929668.1	transcript variant X3	4469	XM_050929668.1:54-4088	XP_050785625.1	isoform X3	1344	integrin alpha-E
127037655	ITGAE	integrin subunit alpha E	Gopherus flavomarginatus	Mexican gopher tortoise	286002	NC_066635.1:21975500-22029470	-	chr 19	PROTEIN_CODING	XM_050929666.1	transcript variant X1	4571	XM_050929666.1:54-4190	XP_050785623.1	isoform X1	1378	integrin alpha-E
127199919	Itgae	integrin subunit alpha E	Acomys russatus	golden spiny mouse	60746	NC_067152.1:569397-631180	+	chr 16	PROTEIN_CODING	XM_051157907.1		3652	XM_051157907.1:118-3630	XP_051013864.1		1170	integrin alpha-E
127218949	Itgae	integrin subunit alpha E	Phodopus roborovskii	desert hamster	109678	NW_026126407.1:8769258-8826830	-	chr Un	PROTEIN_CODING	XM_051180060.1		3694	XM_051180060.1:43-3558	XP_051036017.1		1171	integrin alpha-E
127558260	ITGAE	integrin subunit alpha E	Antechinus flavipes	yellow-footed antechinus	38775	NC_067400.1:1270136-1311665	+	chr 3	PROTEIN_CODING	XM_051991505.1	transcript variant X2	4678	XM_051991505.1:193-3603	XP_051847465.1	isoform X2	1136	integrin alpha-E
127558260	ITGAE	integrin subunit alpha E	Antechinus flavipes	yellow-footed antechinus	38775	NC_067400.1:1270136-1311665	+	chr 3	PROTEIN_CODING	XM_051991504.1	transcript variant X1	4772	XM_051991504.1:191-3697	XP_051847464.1	isoform X1	1168	integrin alpha-E
127693310	Itgae	integrin subunit alpha E	Apodemus sylvaticus	European woodmouse	10129	NC_067481.1:51275679-51339153	-	chr 10	PROTEIN_CODING	XM_052194041.1	transcript variant X2	6353	XM_052194041.1:2907-6203	XP_052050001.1	isoform X2	1098	integrin alpha-E
127693310	Itgae	integrin subunit alpha E	Apodemus sylvaticus	European woodmouse	10129	NC_067481.1:51275679-51339153	-	chr 10	PROTEIN_CODING	XM_052194040.1	transcript variant X1	3720	XM_052194040.1:55-3570	XP_052050000.1	isoform X1	1171	integrin alpha-E
128064507	ITGAE	integrin subunit alpha E	Budorcas taxicolor	takin	37181	NC_068928.1:24262396-24300280	-	chr 19	PROTEIN_CODING	XM_052657247.1		5310	XM_052657247.1:1-3525	XP_052513207.1		1174	integrin alpha-E
128122842	Itgae	integrin subunit alpha E	Peromyscus californicus insignis		564181	NW_026294551.1:49520051-49570605	-	chr Un	PROTEIN_CODING	XM_052758607.1		4665	XM_052758607.1:1007-4480	XP_052614567.1		1157	integrin alpha-E
128148813	ITGAE	integrin subunit alpha E	Harpia harpyja	harpy eagle	202280	NC_068951.1:4961898-4999373	-	chr 12	PROTEIN_CODING	XM_052803077.1	transcript variant X2	6179	XM_052803077.1:92-4207	XP_052659037.1	isoform X2	1371	integrin alpha-E
128148813	ITGAE	integrin subunit alpha E	Harpia harpyja	harpy eagle	202280	NC_068951.1:4961898-4999373	-	chr 12	PROTEIN_CODING	XM_052803076.1	transcript variant X1	8125	XM_052803076.1:1915-6153	XP_052659036.1	isoform X1	1412	integrin alpha-E
128148813	ITGAE	integrin subunit alpha E	Harpia harpyja	harpy eagle	202280	NC_068951.1:4961898-4999373	-	chr 12	PROTEIN_CODING	XM_052803080.1	transcript variant X5	5496	XM_052803080.1:69-3524	XP_052659040.1	isoform X5	1151	integrin alpha-E
128148813	ITGAE	integrin subunit alpha E	Harpia harpyja	harpy eagle	202280	NC_068951.1:4961898-4999373	-	chr 12	PROTEIN_CODING	XM_052803078.1	transcript variant X3	5799	XM_052803078.1:1915-5727	XP_052659038.1	isoform X3	1270	integrin alpha-E
128148813	ITGAE	integrin subunit alpha E	Harpia harpyja	harpy eagle	202280	NC_068951.1:4961898-4999373	-	chr 12	PROTEIN_CODING	XM_052803079.1	transcript variant X4	5637	XM_052803079.1:1915-5541	XP_052659039.1	isoform X4	1208	integrin alpha-E
128402481	ITGAE	integrin subunit alpha E	Podarcis raffonei	Aeolian wall lizard	65483	NC_070616.1:2980224-3034082	+	chr 15	PROTEIN_CODING	XR_008327710.1	transcript variant X2	3416					
128402481	ITGAE	integrin subunit alpha E	Podarcis raffonei	Aeolian wall lizard	65483	NC_070616.1:2980224-3034082	+	chr 15	PROTEIN_CODING	XM_053366635.1	transcript variant X1	3752	XM_053366635.1:82-3594	XP_053222610.1		1170	integrin alpha-E
128474622	ITGAE	integrin subunit alpha E	Spea bombifrons	plains spadefoot toad	233779	NC_071088.1:18731463-18761104	-	chr 2	PROTEIN_CODING	XM_053456988.1		3631	XM_053456988.1:33-3548	XP_053312963.1		1171	integrin alpha-E
128571046	ITGAE	integrin subunit alpha E	Nycticebus coucang	slow loris	9470	NC_069797.1:26006490-26070980	+	chr 18	PROTEIN_CODING	XM_053570724.1		8717	XM_053570724.1:40-4287	XP_053426699.1		1415	integrin alpha-E
128652280	ITGAE	integrin subunit alpha E	Bombina bombina	fire-bellied toad	8345	NC_069501.1:207112810-207370957	-	chr 3	PROTEIN_CODING	XM_053705219.1		5474	XM_053705219.1:1-2898	XP_053561194.1		965	integrin alpha-E
128825873	ITGAE	integrin subunit alpha E	Malaclemys terrapin pileata		2991368	NC_071522.1:3629343-3689701	+	chr 18	PROTEIN_CODING	XM_054008711.1		9096	XM_054008711.1:48-4196	XP_053864686.1		1382	integrin alpha-E
128912421	ITGAE	integrin subunit alpha E	Rissa tridactyla	black-legged kittiwake	75485	NC_071472.1:51921829-51943191	-	chr 7	PROTEIN_CODING	XM_054208257.1		2220	XM_054208257.1:1-1827	XP_054064232.1		608	LOW QUALITY PROTEIN: integrin alpha-E
129018085	ITGAE	integrin subunit alpha E	Pongo pygmaeus	Bornean orangutan	9600	NC_072392.2:3508376-3591881	-	chr 19	PROTEIN_CODING	XM_063655743.1	transcript variant X2	3726	XM_063655743.1:40-3507	XP_063511813.1	isoform X2	1155	integrin alpha-E
129018085	ITGAE	integrin subunit alpha E	Pongo pygmaeus	Bornean orangutan	9600	NC_072392.2:3508376-3591881	-	chr 19	PROTEIN_CODING	XM_063655744.1	transcript variant X3	3651	XM_063655744.1:40-3432	XP_063511814.1	isoform X3	1130	integrin alpha-E
129018085	ITGAE	integrin subunit alpha E	Pongo pygmaeus	Bornean orangutan	9600	NC_072392.2:3508376-3591881	-	chr 19	PROTEIN_CODING	XM_054459282.2	transcript variant X1	3804	XM_054459282.2:40-3585	XP_054315257.2	isoform X1	1181	integrin alpha-E
129072262	ITGAE	integrin subunit alpha E	Pteronotus mesoamericanus		1884717	NW_026555133.1:3930858-3988500	+	chr Un	PROTEIN_CODING	XM_054575675.1		3796	XM_054575675.1:1-3618	XP_054431650.1		1205	LOW QUALITY PROTEIN: integrin alpha-E
129215158	ITGAE	integrin subunit alpha E	Grus americana	Whooping crane	9117	NC_072870.1:4056632-4080995	-	chr 19	PROTEIN_CODING	XM_054847828.1		5704	XM_054847828.1:2306-5497	XP_054703803.1		1063	integrin alpha-E
129344941	ITGAE	integrin subunit alpha E	Eublepharis macularius		481883	NC_072806.1:32088241-32145722	-	chr 17	PROTEIN_CODING	XM_055001858.1		3510	XM_055001858.1:1-3360	XP_054857833.1		1119	integrin alpha-E
129469685	ITGAE	integrin subunit alpha E	Symphalangus syndactylus	siamang	9590	NC_072442.2:64561036-64635040	+	chr 20	PROTEIN_CODING	XM_063628408.1		3948	XM_063628408.1:1-3729	XP_063484478.1		1242	integrin alpha-E
129497862	ITGAE	integrin subunit alpha E	Nyctereutes procyonoides	raccoon dog	34880	NW_026575020.1:29497916-29561875	-	chr Un	PROTEIN_CODING	XM_055307104.1		3572	XM_055307104.1:1-3510	XP_055163079.1		1169	integrin alpha-E
129541712	ITGAE	integrin subunit alpha E	Moschus berezovskii	Chinese forest musk deer	68408	NW_026572039.1:21329737-21392346	-	chr Un	PROTEIN_CODING	XM_055403837.1		5445	XM_055403837.1:65-3580	XP_055259812.1		1171	integrin alpha-E
129649448	ITGAE	integrin subunit alpha E	Bubalus kerabau	carabao	3119969	NC_073627.1:39928403-39956405	+	chr 4	PROTEIN_CODING	XM_055576882.1		2501	XM_055576882.1:16-2262	XP_055432857.1		748	integrin alpha-E
129669176	Itgae	integrin subunit alpha E	Psammomys obesus	fat sand rat	48139	NW_026596353.1:216539-276111	-	chr Un	PROTEIN_CODING	XM_055597303.1		3738	XM_055597303.1:13-3546	XP_055453278.1		1177	integrin alpha-E
130035009	ITGAE	integrin subunit alpha E	Sorex fumeus	smoky shrew	62283	NW_026606120.1:43650785-43699213	+	chr Un	PROTEIN_CODING	XM_056126497.1		3724	XM_056126497.1:1-3570	XP_055982472.1		1189	LOW QUALITY PROTEIN: integrin alpha-E
130356969	ITGAE	integrin subunit alpha E	Hyla sarda		327740	NC_079190.1:437381208-437560828	-	chr 2	PROTEIN_CODING	XR_008889048.1	transcript variant X2	4068					
130356969	ITGAE	integrin subunit alpha E	Hyla sarda		327740	NC_079190.1:437381208-437560828	-	chr 2	PROTEIN_CODING	XR_008889049.1	transcript variant X6	3671					
130356969	ITGAE	integrin subunit alpha E	Hyla sarda		327740	NC_079190.1:437381208-437560828	-	chr 2	PROTEIN_CODING	XM_056559190.1	transcript variant X3	5749	XM_056559190.1:30-3575	XP_056415165.1	isoform X2	1181	integrin alpha-E
130356969	ITGAE	integrin subunit alpha E	Hyla sarda		327740	NC_079190.1:437381208-437560828	-	chr 2	PROTEIN_CODING	XM_056559189.1	transcript variant X1	5921	XM_056559189.1:16-3747	XP_056415164.1	isoform X1	1243	integrin alpha-E
130356969	ITGAE	integrin subunit alpha E	Hyla sarda		327740	NC_079190.1:437381208-437560828	-	chr 2	PROTEIN_CODING	XM_056559191.1	transcript variant X4	5719	XM_056559191.1:33-3545	XP_056415166.1	isoform X3	1170	integrin alpha-E
130356969	ITGAE	integrin subunit alpha E	Hyla sarda		327740	NC_079190.1:437381208-437560828	-	chr 2	PROTEIN_CODING	XM_056559194.1	transcript variant X8	5594	XM_056559194.1:124-3420	XP_056415169.1	isoform X5	1098	integrin alpha-E
130356969	ITGAE	integrin subunit alpha E	Hyla sarda		327740	NC_079190.1:437381208-437560828	-	chr 2	PROTEIN_CODING	XM_056559193.1	transcript variant X7	5704	XM_056559193.1:234-3530	XP_056415168.1	isoform X5	1098	integrin alpha-E
130356969	ITGAE	integrin subunit alpha E	Hyla sarda		327740	NC_079190.1:437381208-437560828	-	chr 2	PROTEIN_CODING	XM_056559192.1	transcript variant X5	5684	XM_056559192.1:37-3510	XP_056415167.1	isoform X4	1157	integrin alpha-E
130839794	ITGAE	integrin subunit alpha E	Hippopotamus amphibius kiboko		575201	NC_080202.1:11622806-11682296	+	chr 17	PROTEIN_CODING	XM_057714258.1		5636	XM_057714258.1:58-3558	XP_057570241.1		1166	integrin alpha-E
130877021	Itgae	integrin subunit alpha E	Chionomys nivalis	European snow vole	269649	NC_080092.1:54403477-54449004	+	chr 7	PROTEIN_CODING	XM_057773940.1		3707	XM_057773940.1:1-3585	XP_057629923.1		1194	integrin alpha-E
131417077	ITGAE	integrin subunit alpha E	Diceros bicornis minor		77932	NC_080757.1:13977815-14041142	+	chr 18	PROTEIN_CODING	XM_058560043.1		7038	XM_058560043.1:789-4289	XP_058416026.1		1166	integrin alpha-E
131498210	ITGAE	integrin subunit alpha E	Neofelis nebulosa	Clouded leopard	61452	NC_080797.1:65826803-65899234	-	chr 16	PROTEIN_CODING	XM_058705228.1	transcript variant X1	3789	XM_058705228.1:62-3553	XP_058561211.1	isoform X1	1163	integrin alpha-E
131498210	ITGAE	integrin subunit alpha E	Neofelis nebulosa	Clouded leopard	61452	NC_080797.1:65826803-65899234	-	chr 16	PROTEIN_CODING	XM_058705229.1	transcript variant X2	3557	XM_058705229.1:109-3321	XP_058561212.1	isoform X2	1070	integrin alpha-E
131745920	ITGAE	integrin subunit alpha E	Kogia breviceps	pygmy sperm whale	27615	NC_081328.1:11204617-11252466	+	chr 19	PROTEIN_CODING	XM_059046663.1	transcript variant X2	5737	XM_059046663.1:1795-5142	XP_058902646.1	isoform X2	1115	integrin alpha-E
131745920	ITGAE	integrin subunit alpha E	Kogia breviceps	pygmy sperm whale	27615	NC_081328.1:11204617-11252466	+	chr 19	PROTEIN_CODING	XM_059046662.1	transcript variant X1	5847	XM_059046662.1:1795-5253	XP_058902645.1	isoform X1	1152	integrin alpha-E
131745920	ITGAE	integrin subunit alpha E	Kogia breviceps	pygmy sperm whale	27615	NC_081328.1:11204617-11252466	+	chr 19	PROTEIN_CODING	XM_059046664.1	transcript variant X3	4664	XM_059046664.1:1795-4542	XP_058902647.1	isoform X3	915	integrin alpha-E
131816925	ITGAE	integrin subunit alpha E	Mustela lutreola	European mink	9666	NC_081304.1:50752011-50819825	-	chr 15	PROTEIN_CODING	XR_009348234.1	transcript variant X2	7724					
131816925	ITGAE	integrin subunit alpha E	Mustela lutreola	European mink	9666	NC_081304.1:50752011-50819825	-	chr 15	PROTEIN_CODING	XM_059150092.1	transcript variant X1	7179	XM_059150092.1:3462-6965	XP_059006075.1		1167	integrin alpha-E
131917016	Itgae	integrin subunit alpha E	Peromyscus eremicus	cactus mouse	42410	NC_081423.1:56619715-56669147	+	chr 8a	PROTEIN_CODING	XM_059270667.1		3671	XM_059270667.1:1-3486	XP_059126650.1		1161	integrin alpha-E
132003182	ITGAE	integrin subunit alpha E	Mustela nigripes	black-footed ferret	77151	NC_081572.1:49714017-49777972	-	chr 16	PROTEIN_CODING	XM_059378507.1		4205	XM_059378507.1:496-3999	XP_059234490.1		1167	integrin alpha-E
132218207	ITGAE	integrin subunit alpha E	Myotis daubentonii	Daubenton's bat	98922	NC_081855.1:20832866-20895560	+	chr 16	PROTEIN_CODING	XM_059669089.1		4970	XM_059669089.1:284-3862	XP_059525072.1		1192	integrin alpha-E
132354559	ITGAE	integrin subunit alpha E	Balaenoptera ricei	Rice's whale	2746895	NC_082658.1:51998436-52054958	-	chr 20	PROTEIN_CODING	XM_059906430.1		3800	XM_059906430.1:1-3573	XP_059762413.1		1190	integrin alpha-E
132414255	ITGAE	integrin subunit alpha E	Delphinus delphis	saddleback dolphin	9728	NC_082701.1:47938529-47984020	-	chr 19	PROTEIN_CODING	XM_059996643.1		3722	XM_059996643.1:1-3501	XP_059852626.1		1166	integrin alpha-E
132479244	ITGAE	integrin subunit alpha E	Mesoplodon densirostris	Blainville's beaked whale	48708	NC_082678.1:46693919-46750615	+	chr 18	PROTEIN_CODING	XM_060082800.1		3837	XM_060082800.1:1-3570	XP_059938783.1		1189	integrin alpha-E
132511005	ITGAE	integrin subunit alpha E	Lagenorhynchus albirostris	white-beaked dolphin	27610	NC_083114.1:11903460-11975046	+	chr 20	PROTEIN_CODING	XM_060133668.1		6606	XM_060133668.1:67-3588	XP_059989651.1		1173	integrin alpha-E
132688173	ITGAE	integrin subunit alpha E	Panthera onca	jaguar	9690	NC_083302.1:43524163-43596831	-	chr 8	PROTEIN_CODING	XM_060646982.1		3824	XM_060646982.1:97-3588	XP_060502965.1		1163	integrin alpha-E
133057070	ITGAE	integrin subunit alpha E	Dama dama	fallow deer	30532	NC_083685.1:94459269-94519770	-	chr 5	PROTEIN_CODING	XM_061143136.1		4394	XM_061143136.1:327-3836	XP_060999119.1		1169	integrin alpha-E
133080752	ITGAE	integrin subunit alpha E	Eubalaena glacialis	North Atlantic right whale	27606	NC_083734.1:12970620-13025295	+	chr 19	PROTEIN_CODING	XM_061176868.1		3741	XM_061176868.1:1-3516	XP_061032851.1		1171	integrin alpha-E
133217794	ITGAE	integrin subunit alpha E	Neopsephotus bourkii	Bourke's parrot	309878	NW_026901640.1:3799850-3830012	+	chr Un	PROTEIN_CODING	XM_061363562.1	transcript variant X1	5840	XM_061363562.1:1118-5347	XP_061219546.1	isoform X1	1409	integrin alpha-E
133217794	ITGAE	integrin subunit alpha E	Neopsephotus bourkii	Bourke's parrot	309878	NW_026901640.1:3799850-3830012	+	chr Un	PROTEIN_CODING	XM_061363563.1	transcript variant X2	4846	XM_061363563.1:1118-4750	XP_061219547.1	isoform X2	1210	integrin alpha-E
133217794	ITGAE	integrin subunit alpha E	Neopsephotus bourkii	Bourke's parrot	309878	NW_026901640.1:3799850-3830012	+	chr Un	PROTEIN_CODING	XM_061363565.1	transcript variant X3	4760	XM_061363565.1:1118-4663	XP_061219549.1	isoform X3	1181	integrin alpha-E
133231944	ITGAE	integrin subunit alpha E	Bos javanicus	banteng	9906	NC_083886.1:25777374-25841165	-	chr 19	PROTEIN_CODING	XM_061390719.1	transcript variant X3	7152	XM_061390719.1:344-3859	XP_061246703.1	isoform X3	1171	integrin alpha-E
